#X,Y,X_true,Y_true,
39.3391,3.68395,39.3391,3.68395
39.57,3.58828,39.57,3.58828
39.801,3.49261,39.801,3.49261
40.032,3.39694,40.032,3.39694
40.2629,3.30127,40.2629,3.30127
40.4939,3.2056,40.4939,3.2056
40.7249,3.10993,40.7249,3.10993
40.9559,3.01426,40.9559,3.01426
41.1868,2.91859,41.1868,2.91859
41.4178,2.82291,41.4178,2.82291
41.6488,2.72724,41.6488,2.72724
41.8797,2.63157,41.8797,2.63157
42.1107,2.5359,42.1107,2.5359
42.3417,2.44023,42.3417,2.44023
42.5726,2.34456,42.5726,2.34456
42.8036,2.24889,42.8036,2.24889
43.0346,2.15322,43.0346,2.15322
43.2656,2.05755,43.2656,2.05755
43.4965,1.96188,43.4965,1.96188
43.7275,1.86621,43.7275,1.86621
43.9585,1.77054,43.9585,1.77054
44.1894,1.67486,44.1894,1.67486
44.4204,1.57919,44.4204,1.57919
44.6514,1.48352,44.6514,1.48352
44.8823,1.38785,44.8823,1.38785
45.1133,1.29218,45.1133,1.29218
45.3443,1.19651,45.3443,1.19651
45.5753,1.10084,45.5753,1.10084
45.8062,1.00517,45.8062,1.00517
46.0372,0.909498,46.0372,0.909498
46.2682,0.813827,46.2682,0.813827
46.4991,0.718156,46.4991,0.718156
46.7301,0.622485,46.7301,0.622485
46.9611,0.526814,46.9611,0.526814
47.192,0.431143,47.192,0.431143
47.423,0.335472,47.423,0.335472
47.654,0.239802,47.654,0.239802
47.885,0.144131,47.885,0.144131
48.1159,0.0484598,48.1159,0.0484598
48.3469,-0.0472111,48.3469,-0.0472111
48.5779,-0.142882,48.5779,-0.142882
48.8088,-0.238553,48.8088,-0.238553
49.0398,-0.334224,49.0398,-0.334224
49.2708,-0.429894,49.2708,-0.429894
49.5017,-0.525565,49.5017,-0.525565
49.7327,-0.621236,49.7327,-0.621236
49.9637,-0.716907,49.9637,-0.716907
50.1946,-0.812578,50.1946,-0.812578
50.4256,-0.908249,50.4256,-0.908249
50.6566,-1.00392,50.6566,-1.00392
50.8876,-1.09959,50.8876,-1.09959
51.1185,-1.19526,51.1185,-1.19526
51.3495,-1.29093,51.3495,-1.29093
51.5805,-1.3866,51.5805,-1.3866
51.8114,-1.48227,51.8114,-1.48227
52.0424,-1.57794,52.0424,-1.57794
52.2734,-1.67362,52.2734,-1.67362
52.5043,-1.76929,52.5043,-1.76929
52.7353,-1.86496,52.7353,-1.86496
52.9663,-1.96063,52.9663,-1.96063
53.1973,-2.0563,53.1973,-2.0563
53.4282,-2.15197,53.4282,-2.15197
53.6592,-2.24764,53.6592,-2.24764
53.8902,-2.34331,53.8902,-2.34331
54.1211,-2.43898,54.1211,-2.43898
54.3521,-2.53465,54.3521,-2.53465
54.5831,-2.63032,54.5831,-2.63032
54.814,-2.726,54.814,-2.726
55.045,-2.82167,55.045,-2.82167
55.276,-2.91734,55.276,-2.91734
55.507,-3.01301,55.507,-3.01301
55.7379,-3.10868,55.7379,-3.10868
55.9689,-3.20435,55.9689,-3.20435
56.1999,-3.30002,56.1999,-3.30002
56.4308,-3.39569,56.4308,-3.39569
56.6618,-3.49136,56.6618,-3.49136
56.8928,-3.58703,56.8928,-3.58703
57.1237,-3.6827,57.1237,-3.6827
57.3547,-3.77837,57.3547,-3.77837
57.5857,-3.87405,57.5857,-3.87405
57.8167,-3.96972,57.8167,-3.96972
58.0476,-4.06539,58.0476,-4.06539
58.2786,-4.16106,58.2786,-4.16106
58.5096,-4.25673,58.5096,-4.25673
58.7405,-4.3524,58.7405,-4.3524
58.9715,-4.44807,58.9715,-4.44807
59.2025,-4.54374,59.2025,-4.54374
59.4334,-4.63941,59.4334,-4.63941
59.6644,-4.73508,59.6644,-4.73508
59.8954,-4.83075,59.8954,-4.83075
60.1264,-4.92642,60.1264,-4.92642
60.3573,-5.0221,60.3573,-5.0221
60.5883,-5.11777,60.5883,-5.11777
60.8193,-5.21344,60.8193,-5.21344
61.0502,-5.30911,61.0502,-5.30911
61.2812,-5.40478,61.2812,-5.40478
61.5122,-5.50045,61.5122,-5.50045
61.7431,-5.59612,61.7431,-5.59612
61.9741,-5.69179,61.9741,-5.69179
62.2051,-5.78746,62.2051,-5.78746
62.4361,-5.88313,62.4361,-5.88313
62.667,-5.9788,62.667,-5.9788
62.898,-6.07448,62.898,-6.07448
63.129,-6.17015,63.129,-6.17015
63.3599,-6.26582,63.3599,-6.26582
63.5909,-6.36149,63.5909,-6.36149
63.8219,-6.45716,63.8219,-6.45716
64.0528,-6.55283,64.0528,-6.55283
64.2838,-6.6485,64.2838,-6.6485
64.5148,-6.74417,64.5148,-6.74417
64.7458,-6.83984,64.7458,-6.83984
64.9767,-6.93551,64.9767,-6.93551
65.2077,-7.03118,65.2077,-7.03118
65.4387,-7.12685,65.4387,-7.12685
65.6696,-7.22253,65.6696,-7.22253
65.9006,-7.3182,65.9006,-7.3182
66.1316,-7.41387,66.1316,-7.41387
66.3625,-7.50954,66.3625,-7.50954
