#Iteration,Delta,
0,0,0.0897282,0,0,0,0.0738462,0.101909,0,0,0.09101,0,0,0,0,0,0,
1,0,0.0897282,0.0762192,0.09,0,0.0738462,0.0683641,0.0698535,0,0.0819181,0.0646585,0.0558008,0,0,0.09,0,
2,0,0.0897282,0.0669845,0.0624917,0.1,0.0738462,0.0615272,0.0634262,0.102729,0.067371,0.0578,0.0415375,0.091,0.0825544,0.0851807,0,
3,0,0.0897282,0.0669845,0.0624917,0.1,0.0738462,0.0615272,0.0634262,0.102729,0.0654567,0.0398594,0.0256696,0.091,0.0825544,0.0788331,0,
4,0,0.0722637,0.0440873,0.0574081,0.0839189,0.0673588,0.0577516,0.0634262,0.0340217,0.0429422,0.0347342,0.0256696,0.0275646,0.035958,0.0479628,0,
5,0,0.0722637,0.0440873,0.0574081,0.0839189,0.0673588,0.0509326,0.059442,0.0340217,0.0402708,0.0303562,0.0200234,0.0275646,0.035958,0.0479628,0,
6,0,0.0722637,0.0440873,0.0574081,0.0839189,0.0650485,0.0419193,0.0442215,0.0370351,0.0328898,0.0278299,0.0180211,0.0238215,0.029147,0.0479628,0,
7,0,0.0722637,0.0440873,0.0574081,0.0839189,0.0650485,0.0406525,0.0442215,0.0370351,0.0303679,0.0211014,0.0180211,0.0238215,0.0265612,0.0315969,0,
8,0,0.0588297,0.0364216,0.0526207,0.0795743,0.040797,0.0277852,0.0369704,0.0330865,0.0240877,0.0177506,0.0180211,0.0238215,0.0265612,0.0246957,0,
9,0,0.0588297,0.0364216,0.0526207,0.0795743,0.0369825,0.0277852,0.0369704,0.0330865,0.0255039,0.0133956,0.0171002,0.0238215,0.0265612,0.0190717,0,
10,0,0.0588297,0.0364216,0.0526207,0.0795743,0.0369825,0.0277852,0.0369704,0.0244749,0.0226787,0.0133956,0.0171002,0.00912323,0.019477,0.0171646,0,
11,0,0.0588297,0.0364216,0.0526207,0.050352,0.0337661,0.0277852,0.0369704,0.0145798,0.018395,0.0133956,0.0171002,0.00912323,0.019477,0.0171646,0,
