0.05,0.05
0.15,0.05
0.25,0.05
0.35,0.05
0.35,0.15
0.35,0.25
0.35,0.35
0.45,0.35
0.45,0.45
0.55,0.45
0.55,0.55
0.65,0.55
0.75,0.55
0.75,0.65
0.75,0.75
0.75,0.85
0.85,0.85
0.95,0.85
0.95,0.95
